"filename", "language", "HTML", "Python", "comment", "blank", "total"
"/Users/gaojiaye/CSECc/CSEC/code/main.py", "Python", 0, 2, 0, 0, 2
"/Users/gaojiaye/CSECc/CSEC/code/templates/index2.html", "HTML", 6, 0, 0, 0, 6
"Total", "-", 6, 2, 0, 0, 8
